폴더명,처리시간,총_영상_개수,총_영상_시간_초,총_영상_시간_HMS,평균_길이_초,평균_길이_HMS,최소_길이_초,최소_길이_HMS,최대_길이_초,최대_길이_HMS,중간값_초,중간값_HMS,30분 미만_개수,30분 미만_비율,30-39분_개수,30-39분_비율,40-49분_개수,40-49분_비율,50-59분_개수,50-59분_비율,1시간 이상_개수,1시간 이상_비율
upload_20250908_002,2025-09-18 09:38:42,636,2028067,563:21:07,3188.78,0:53:08,1054,0:17:34,7138,1:58:58,3520.0,0:58:40,17,2.7,127,20.0,46,7.2,312,49.1,134,21.1
