폴더명,처리시간,총_영상_개수,총_영상_시간_초,총_영상_시간_HMS,평균_길이_초,평균_길이_HMS,최소_길이_초,최소_길이_HMS,최대_길이_초,최대_길이_HMS,중간값_초,중간값_HMS,30분 미만_개수,30분 미만_비율,30-39분_개수,30-39분_비율,40-49분_개수,40-49분_비율,50-59분_개수,50-59분_비율,1시간 이상_개수,1시간 이상_비율
upload_20250904_001,2025-09-18 09:38:20,110,358933,99:42:13,3263.03,0:54:23,332,0:05:32,3774,1:02:54,3602.5,1:00:02,1,0.9,12,10.9,19,17.3,21,19.1,57,51.8
