폴더명,처리시간,총_영상_개수,총_영상_시간_초,총_영상_시간_HMS,평균_길이_초,평균_길이_HMS,최소_길이_초,최소_길이_HMS,최대_길이_초,최대_길이_HMS,중간값_초,중간값_HMS,30분 미만_개수,30분 미만_비율,30-39분_개수,30-39분_비율,40-49분_개수,40-49분_비율,50-59분_개수,50-59분_비율,1시간 이상_개수,1시간 이상_비율
upload_20250905_1_001,2025-09-18 09:38:23,100,329293,91:28:13,3292.93,0:54:52,2323,0:38:43,3812,1:03:32,3583.0,0:59:43,0,0.0,10,10.0,17,17.0,30,30.0,43,43.0
