폴더명,처리시간,총_영상_개수,총_영상_시간_초,총_영상_시간_HMS,평균_길이_초,평균_길이_HMS,최소_길이_초,최소_길이_HMS,최대_길이_초,최대_길이_HMS,중간값_초,중간값_HMS,30분 미만_개수,30분 미만_비율,30-39분_개수,30-39분_비율,40-49분_개수,40-49분_비율,50-59분_개수,50-59분_비율,1시간 이상_개수,1시간 이상_비율
upload_20250905_2_001,2025-09-18 09:38:26,118,384323,106:45:23,3256.97,0:54:16,2064,0:34:24,3761,1:02:41,3599.0,0:59:59,0,0.0,18,15.3,18,15.3,23,19.5,59,50.0
