폴더명,처리시간,총_영상_개수,총_영상_시간_초,총_영상_시간_HMS,평균_길이_초,평균_길이_HMS,최소_길이_초,최소_길이_HMS,최대_길이_초,최대_길이_HMS,중간값_초,중간값_HMS,30분 미만_개수,30분 미만_비율,30-39분_개수,30-39분_비율,40-49분_개수,40-49분_비율,50-59분_개수,50-59분_비율,1시간 이상_개수,1시간 이상_비율
upload_20250911_001,2025-09-18 09:38:59,680,2177351,604:49:11,3201.99,0:53:21,2171,0:36:11,3742,1:02:22,3508.5,0:58:28,0,0.0,164,24.1,26,3.8,405,59.6,85,12.5
